1,20
1,43
2,43
3,20
3,43
8,17
10,17
10,20
10,43
11,17
12,17
12,20
12,43
13,17
14,17
17,8
17,10
17,11
17,12
17,13
17,14
17,20
17,22
17,25
17,26
17,32
17,34
17,35
17,40
17,42
17,43
17,45
19,20
19,43
20,1
20,3
20,10
20,12
20,17
20,19
20,24
20,43
22,17
24,20
24,43
25,17
26,17
32,17
34,17
35,17
38,43
40,17
42,17
43,1
43,2
43,3
43,10
43,12
43,17
43,19
43,20
43,24
43,38
45,17
